id,question,language,intent,chapter,verse,verse_range,secondary_verse,relevance,answer,source,license
JD_10011,"In Chapter 1, Verse 3, who is being addressed as 'Master'?",English,moral_dilemma,1,3,1.3,,1.0,"The 'Master' being addressed in this verse is Drona, the teacher of both the Kauravas and the Pandavas.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10012,Who is described as the talented pupil in this teaching on Behold?,English,moral_dilemma,1,3,1.3,,1.0,"Dhrstadyumna, the son of Drupada, is described as the talented pupil in this verse.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10013,What is the significance of the 'mighty army' mentioned in the verse?,English,moral_dilemma,1,3,1.3,,1.0,"The 'mighty army' refers to the formidable military formation of the Pandavas, organized and prepared for battle by Dhrstadyumna. This highlights the strategic preparation and strength of the Pandava forces.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10014,Why is Dhrstadyumna's role emphasized in this teaching on Behold?,English,moral_dilemma,1,3,1.3,,1.0,"Dhrstadyumna's role is emphasized to highlight his strategic acumen and capability as a leader. Despite being a student of Drona, he stands against his own teacher, showcasing the complexities of loyalty and duty in the battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10015,What does the verse imply about the relationship between Drona and Dhrstadyumna?,English,moral_dilemma,1,3,1.3,,1.0,"The verse implies a complex relationship where Dhrstadyumna, though a pupil of Drona, is now commanding an army against him. It underscores the theme of duty over personal ties and the inevitable conflicts that arise in war.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10016,who are described as mighty archers?,English,moral_dilemma,1,4,1.4,,1.0,"In this verse, Yuyudhana, Virata, and Drupada are described as mighty archers. They are considered equal in battle to Bhima and Arjuna, highlighting their prowess and skill in warfare.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10017,Which warriors are mentioned as maharathis in this teaching on Arjuna?,English,moral_dilemma,1,4,1.4,,1.0,"The warriors mentioned as maharathis in this verse are Yuyudhana, Virata, and Drupada. Maharathi refers to a great charioteer who can fight against numerous opponents.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10018,Why are Bhima and Arjuna used as a comparison for the warriors?,English,moral_dilemma,1,4,1.4,,1.0,"Bhima and Arjuna are used as a benchmark for comparison because they are legendary warriors known for their exceptional strength and skill in battle. By comparing Yuyudhana, Virata, and Drupada to them, the verse emphasizes their remarkable abilities and valor.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10019,"In Chapter 1, Verse 4, who is listing these mighty warriors?",English,moral_dilemma,1,4,1.4,,1.0,"In this verse, it is Duryodhana who is listing these mighty warriors. He is addressing his teacher, Droṇa, and highlighting the strength of his own army by mentioning these great fighters.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10020,"In Chapter 1, Verse 4, what does the term 'maharathis' signify in this context?",English,moral_dilemma,1,4,1.4,,1.0,"In this context, 'maharathis' refers to warriors who are exceptionally skilled and capable of handling many opponents simultaneously. This term is used to convey the high level of expertise and valor possessed by Yuyudhana, Virata, and Drupada.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10021,who are the warriors mentioned along with the king of Kasi?,English,moral_dilemma,1,5,1.5,,1.0,"The warriors mentioned are Dhrstaketu, Chekitana, Purujit, Kuntibhoja, and Shaibya.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10022,How is the king of Kasi described in this teaching on Dhrstaketu?,English,moral_dilemma,1,5,1.5,,1.0,"The king of Kasi is described as valiant, indicating his bravery and strength in battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10023,Why might the verse emphasize the valor of the king of Kasi and others?,English,moral_dilemma,1,5,1.5,,1.0,"The emphasis on valor serves to highlight the strength and capability of the warriors assembled, underscoring the formidable nature of the army.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10024,"In Chapter 1, Verse 5, who is referred to as 'the best of men' in this teaching on Dhrstaketu?",English,moral_dilemma,1,5,1.5,,1.0,"Shaibya is referred to as 'the best of men,' suggesting his distinguished character and leadership.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10025,"In Chapter 1, Verse 5, what significance do names like Dhrstaketu and Chekitana hold in the context of this teaching on Dhrstaketu?",English,moral_dilemma,1,5,1.5,,1.0,"Names like Dhrstaketu and Chekitana signify the diverse and powerful allies gathered for the battle, each bringing unique strengths and valor.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10026,"In Chapter 1, Verse 6, who are described as Maharathis?",English,moral_dilemma,1,6,1.6,,1.0,"The verse describes Yudhamanyu, the mighty Uttamauja, Abhimanyu, the son of Subhadra, and the five sons of Draupadi as Maharathis. A Maharathi is a great warrior chief capable of fighting multiple opponents simultaneously.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10027,"What does the term 'Maharathi' imply about the warriors mentioned, such as Yudhamanyu and Abhimanyu?",English,moral_dilemma,1,6,1.6,,1.0,"The term 'Maharathi' implies that these warriors, including Yudhamanyu and Abhimanyu, are exceptionally skilled and powerful. It suggests they are capable of great feats in battle and hold a significant position due to their prowess and bravery.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10028,"Who is Abhimanyu, as mentioned in the verse?",English,moral_dilemma,1,6,1.6,,1.0,"Abhimanyu is described as the son of Subhadra. He is one of the warriors listed among the Maharathis, indicating his valor and skill in battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10029,"In Chapter 1, Verse 6, why are the sons of Draupadi mentioned with great warriors like Yudhamanyu?",English,moral_dilemma,1,6,1.6,,1.0,"The sons of Draupadi are mentioned alongside great warriors like Yudhamanyu to highlight their status as Maharathis. This attribution emphasizes their capabilities and importance in the battle, underscoring the strength and unity of the forces.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10030,How can the concept of being a 'Maharathi' inspire personal growth in one's life?,English,moral_dilemma,1,6,1.6,,1.0,"Being a 'Maharathi' symbolizes excellence, dedication, and the ability to face challenges with skill and courage. In life, this concept can inspire individuals to cultivate mastery in their endeavors, strive for excellence, and face difficulties with determination and bravery.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10031,who is referred to as 'O best of Brahmanas'?,English,moral_dilemma,1,7,1.7,,1.0,"In this verse, 'O best of Brahmanas' refers to Droṇa, the teacher and commander in the Kurukshetra war. Duryodhana is addressing him with respect as he begins to list the key warriors in his army.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10032,what is Duryodhana doing in this teaching on Brahmanas when he mentions 'the commanders of my army'?,English,moral_dilemma,1,7,1.7,,1.0,"In this verse, Duryodhana is addressing Droṇa and highlighting the prominent leaders of his army. He is about to list the key warriors to emphasize the strength and preparedness of his forces in the battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10033,"In Chapter 1, Verse 7, who does Duryodhana refer to when he says 'the commanders of my army'?",English,moral_dilemma,1,7,1.7,,1.0,Duryodhana is referring to the key leaders and distinguished warriors in his army. He is acknowledging those who hold significant command positions and are crucial to his battle strategy.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10034,Why does Duryodhana feel the need to list the 'commanders' of his army to Droṇa?,English,moral_dilemma,1,7,1.7,,1.0,"Duryodhana lists the commanders to Droṇa as a strategic move to exhibit confidence and assure Droṇa of the formidable strength of his army. It is also a way to remind Droṇa of the powerful allies they have, perhaps to boost morale and affirm their readiness for battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10035,"In Chapter 1, Verse 7, how does the act of naming 'distinguished' warriors reflect the theme of ego and pride in the context of the Mahabharata?",English,moral_dilemma,1,7,1.7,,1.0,"The act of naming distinguished warriors demonstrates Duryodhana's pride in his army and his desire to showcase power. It reflects the theme of ego, as Duryodhana seeks validation and assurance in numbers and might, rather than righteousness or justice. This highlights the contrast between material strength and spiritual wisdom, a recurring theme in the Mahabharata.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10036,Who are some of the key warriors mentioned alongside Bhisma in this teaching on Yourself?,English,moral_dilemma,1,8,1.8,,1.0,"The key warriors mentioned alongside Bhisma in this verse are Karna, Kripa, Asvatthama, Vikarna, and Bhurisrava.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10037,What is the significance of Kripa being described as 'ever victorious in battle'?,English,moral_dilemma,1,8,1.8,,1.0,Kripa being described as 'ever victorious in battle' highlights his expertise and success in warfare. It emphasizes his reputation as a formidable warrior and suggests that he is a key asset to the Kaurava army. This description serves to instill confidence in their strength and capability.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10038,What might be the reason for Duryodhana mentioning warriors like Asvatthama and Vikarna?,English,moral_dilemma,1,8,1.8,,1.0,"Duryodhana mentions warriors like Asvatthama and Vikarna to emphasize the strength and diversity of his army. By naming these warriors, he reassures himself and his allies of the formidable support they have, showcasing a balanced mix of experience and youthful vigor in their ranks.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10039,"In Chapter 1, Verse 8, who is the speaker addressing, and what is the purpose of this enumeration?",English,moral_dilemma,1,8,1.8,,1.0,"In this verse, Duryodhana is addressing his teacher, Dronacharya. The purpose of enumerating these warriors is to assure Dronacharya of the powerful and skilled allies they have on their side, boosting morale and confidence in their ability to win the battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10040,"What does the inclusion of Bhurisrava, the son of Somadatta, indicate about the alliances in the Kurukshetra war?",English,moral_dilemma,1,8,1.8,,1.0,"The inclusion of Bhurisrava, the son of Somadatta, indicates that the Kauravas had strong alliances with prominent families and warriors. It underscores the extensive network of support and loyalty they commanded, which was crucial in amassing a powerful force against the Pandavas.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10041,"In Chapter 1, Verse 9, who are staking their lives and why?",English,moral_dilemma,1,9,1.9,,1.0,"In this verse, Duryodhana is speaking about the valiant warriors on his side who are willing to sacrifice their lives for him. These warriors are highly skilled and prepared to fight, demonstrating their loyalty and commitment to his cause.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10042,What does Duryodhana say about the skills of the warriors in this verse?,English,moral_dilemma,1,9,1.9,,1.0,"Duryodhana describes the warriors as skilled in warfare, equipped with various weapons and missiles. He emphasizes their readiness and capability in battle, highlighting their expertise and the diverse arms they possess.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10043,What phrase does Duryodhana use to describe the warriors' readiness to fight for him?,English,moral_dilemma,1,9,1.9,,1.0,"Duryodhana uses the phrase 'staked their lives for me' to describe the warriors' readiness to fight for him, indicating their willingness to sacrifice everything for his cause.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10044,Why does Duryodhana focus on the warriors' skills and readiness in this verse?,English,moral_dilemma,1,9,1.9,,1.0,"Duryodhana focuses on the warriors' skills and readiness to boost confidence in his army and to underscore the strength of his forces. By highlighting their expertise and dedication, he aims to reassure himself and others of their advantage in the looming battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10045,What can be learned about loyalty and sacrifice from the warriors described in this verse?,English,moral_dilemma,1,9,1.9,,1.0,"The warriors' willingness to stake their lives for Duryodhana illustrates the themes of loyalty and sacrifice. It shows the depth of commitment they have to their leader and cause, raising questions about the nature of duty, allegiance, and the personal cost of war.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10046,"In Chapter 1, Verse 10, who is described as protecting Duryodhana's army?",English,moral_dilemma,1,10,1.10,,1.0,"Duryodhana's army is described as being fully protected by Bhisma. He is considered a great warrior and a significant asset to their forces, which makes the army seem unconquerable.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10047,Why does Duryodhana believe his army is unconquerable in this teaching on This?,English,moral_dilemma,1,10,1.10,,1.0,"Duryodhana believes his army is unconquerable because it is protected by Bhisma, who is a legendary warrior and highly revered commander. His confidence stems from Bhisma's experience and prowess in battle, which he thinks will secure victory.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10048,Who is guarding the army that is described as easy to conquer?,English,moral_dilemma,1,10,1.10,,1.0,"The army described as easy to conquer is guarded by Bhima. Despite Bhima's strength, Duryodhana perceives his own army as superior due to Bhisma's protection.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10049,How does Duryodhana contrast the protection of the two armies in this teaching on This?,English,moral_dilemma,1,10,1.10,,1.0,"Duryodhana contrasts the two armies by stating that his own is fully protected by Bhisma, making it unconquerable. In contrast, he claims the opposing army, though guarded by Bhima, is easy to conquer. This reflects his confidence in Bhisma's abilities over Bhima's.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10050,What does this teaching on This suggest about reliance on individual strength in battle?,English,moral_dilemma,1,10,1.10,,1.0,"This verse suggests that reliance on individual strength, such as that of Bhisma or Bhima, can greatly influence perceptions of power and confidence in battle. It highlights the importance of key individuals in warfare and the psychological impact their presence has on the morale and strategy of their respective armies.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10051,what is the main instruction given by Duryodhana to his warriors?,English,moral_dilemma,1,11,1.11,,1.0,Duryodhana instructs his warriors to remain stationed in their respective positions and to protect Bhisma on all sides. This highlights the strategic importance he places on Bhisma's safety in the battle.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10052,Why does Duryodhana emphasize the protection of Bhisma in the battle?,English,moral_dilemma,1,11,1.11,,1.0,Duryodhana emphasizes protecting Bhisma because he is the commander of the Kaurava army and a key figure in the battle. Bhisma's survival is crucial for maintaining morale and leadership among the Kaurava forces.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10053,What specific command does Duryodhana give regarding the positions of his warriors?,English,moral_dilemma,1,11,1.11,,1.0,Duryodhana commands his warriors to remain in their respective positions. This strategic placement is intended to ensure an organized defense and maximized protection for Bhisma.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10054,"In Chapter 1, Verse 11, what does the directive to protect Bhisma on all sides signify in the context of the battle?",English,moral_dilemma,1,11,1.11,,1.0,The directive to protect Bhisma on all sides signifies the high value placed on his leadership and the need to safeguard him against any attack. It reflects Bhisma's pivotal role in the Kaurava strategy and the dependence of their army's morale on his presence.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10055,"In Chapter 1, Verse 11, who is responsible for giving the command to protect Bhisma in this teaching on Therefore?",English,moral_dilemma,1,11,1.11,,1.0,"The command to protect Bhisma is given by Duryodhana, the leader of the Kauravas. He addresses his warriors, emphasizing the importance of Bhisma's safety in the upcoming battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10056,"In Chapter 1, Verse 12, who is described as the 'grand old man of the Kaurava race'?",English,moral_dilemma,1,12,1.12,,1.0,"The 'grand old man of the Kaurava race' refers to Bhishma, who is the grand-uncle of the Kauravas.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10057,What action does Bhishma perform to cheer up Duryodhana?,English,moral_dilemma,1,12,1.12,,1.0,"To cheer up Duryodhana, Bhishma roars like a lion and blows his conch, displaying his formidable presence and support.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10058,Why does Bhishma blow his conch in this teaching on Kaurava?,English,moral_dilemma,1,12,1.12,,1.0,"Bhishma blows his conch to boost the morale of Duryodhana and the Kaurava army, signaling his readiness and vigor for the battle ahead.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10059,What is the effect of Bhishma's actions on Duryodhana?,English,moral_dilemma,1,12,1.12,,1.0,"Bhishma's roaring and blowing of the conch fills Duryodhana's heart with joy and encouragement, strengthening his resolve.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10060,How can Bhishma's act of blowing the conch be seen as a symbol of leadership?,English,moral_dilemma,1,12,1.12,,1.0,"Bhishma's act of blowing the conch is a symbol of leadership as it demonstrates his authority, confidence, and ability to inspire his troops. It reflects the importance of strong leadership in rallying and motivating people during challenging times.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10061,"In Chapter 1, Verse 13, what instruments are mentioned that contribute to the tumultuous noise?",English,moral_dilemma,1,13,1.13,,1.0,"The verse mentions conches, kettledrums, tabors, drums, and trumpets. These instruments collectively create a loud and tumultuous noise, indicating the preparation and intensity of the battlefield scene.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10062,Why does the verse describe the sound of instruments as 'tumultuous'?,English,moral_dilemma,1,13,1.13,,1.0,"Describing the sound as 'tumultuous' conveys the chaos and intensity of the battlefield atmosphere. It underscores the heightened emotions and the readiness for battle among the warriors, setting the stage for the impending conflict.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10063,What action occurs with the instruments in Verse 13?,English,moral_dilemma,1,13,1.13,,1.0,"The verse describes that the conches, kettledrums, tabors, drums, and trumpets suddenly blared forth. This action signifies the commencement of the battle preparations, with a loud and overwhelming sound.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10064,"In Chapter 1, Verse 13, who is responsible for creating the tumultuous noise?",English,moral_dilemma,1,13,1.13,,1.0,"The tumultuous noise is created by various musicians or warriors playing the conches, kettledrums, tabors, drums, and trumpets. Although the verse does not specify individuals, it implies a collective effort to signal readiness for battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10065,What does the sudden blaring of instruments symbolize in this teaching on Then?,English,moral_dilemma,1,13,1.13,,1.0,"The sudden blaring of instruments symbolizes the urgency and readiness for battle. It acts as a call to arms, energizing the warriors and marking the transition from preparation to action, reflecting the intensity and seriousness of the situation.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10066,who were seated in the chariot drawn by white horses?,English,moral_dilemma,1,14,1.14,,1.0,Sri Krishna and Arjuna were seated in the chariot drawn by white horses.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10067,What is significant about the chariot mentioned in the verse?,English,moral_dilemma,1,14,1.14,,1.0,"The chariot is described as glorious and drawn by white horses, symbolizing purity and divine favor. It highlights the grandeur and divine support for Sri Krishna and Arjuna.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10068,Why did Krishna and Arjuna blow their celestial conches in this teaching on Arjuna?,English,moral_dilemma,1,14,1.14,,1.0,Krishna and Arjuna blew their celestial conches as a declaration of readiness and as a powerful sound to uplift their own troops while striking fear into the hearts of their opponents. It symbolizes the commencement of the battle.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10069,"In Chapter 1, Verse 14, who is referred to as 'Madhava' in the verse?",English,moral_dilemma,1,14,1.14,,1.0,"'Madhava' refers to Sri Krishna in the verse. It is one of his many names, highlighting his divine nature and association with the goddess of fortune.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10070,"In Chapter 1, Verse 14, what does the act of blowing celestial conches represent in the context of the Mahabharata?",English,moral_dilemma,1,14,1.14,,1.0,Blowing celestial conches represents the beginning of the battle and serves as a call to action. It is a traditional war cry meant to inspire the warriors and signify divine support and presence on the battlefield.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10071,Which conch does Sri Krishna blow in this teaching on Arjuna?,English,moral_dilemma,1,15,1.15,,1.0,Sri Krishna blows the conch named Pañcajanya.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10072,"In Chapter 1, Verse 15, how are the actions of the Pandavas described before the battle begins?",English,moral_dilemma,1,15,1.15,,1.0,"In this verse, the Pandavas are described as blowing their respective conchs. Sri Krishna, Arjuna, and Bhima each sound their distinct conchs, signaling their readiness and intent to engage in the battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10073,What is the significance of Bhima being referred to as 'Bhima of terrible deeds' in relation to his actions?,English,moral_dilemma,1,15,1.15,,1.0,"Referring to Bhima as 'Bhima of terrible deeds' highlights his prowess and formidable nature as a warrior. It suggests that his actions in battle are powerful and feared by his enemies, thus emphasizing the strength and intensity he brings to the battlefield.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10074,"In Chapter 1, Verse 15, who is attributed with the blowing of the conch named Devadatta?",English,moral_dilemma,1,15,1.15,,1.0,"In this verse, Arjuna is attributed with blowing the conch named Devadatta.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10075,"Why might the act of blowing conchs by warriors like Krishna, Arjuna, and Bhima be seen as more than just a physical action?",English,moral_dilemma,1,15,1.15,,1.0,"The act of blowing conchs by warriors like Krishna, Arjuna, and Bhima can symbolize the call to duty and the readiness to fulfill one's dharma. It represents a moment of resolve and the declaration of one's intentions and commitment to the righteous cause, beyond just a physical preparation for battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10076,"In Chapter 1, Verse 16, who are the individuals mentioned as blowing conches?",English,moral_dilemma,1,16,1.16,,1.0,"The verse mentions King Yudhisthira, the son of Kunti, along with his brothers Nakula and Sahadeva. Yudhisthira blew his conch named Anantavijaya, while Nakula and Sahadeva blew theirs, called Sughosa and Manipuspaka, respectively.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10077,What are the names of the conches blown by Nakula and Sahadeva?,English,moral_dilemma,1,16,1.16,,1.0,"Nakula and Sahadeva blew conches named Sughosa and Manipuspaka, respectively.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10078,Why is it significant that Yudhisthira's conch is named Anantavijaya?,English,moral_dilemma,1,16,1.16,,1.0,"The name 'Anantavijaya' means 'eternal victory'. This reflects Yudhisthira’s righteous character and his commitment to dharma, suggesting that his actions are aligned with eternal principles, aiming for ultimate success and moral victory.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10079,"In Chapter 1, Verse 16, what does the act of blowing conches by Yudhisthira, Nakula, and Sahadeva symbolize in this context?",English,moral_dilemma,1,16,1.16,,1.0,"The blowing of conches by Yudhisthira, Nakula, and Sahadeva symbolizes the declaration of war and readiness for battle. It also serves as a way to boost the morale of their troops and assert their presence on the battlefield.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10080,How does the sound of the conches relate to the broader themes of the Bhagavad Gita?,English,moral_dilemma,1,16,1.16,,1.0,"The sound of the conches represents the call to duty and the commencement of righteous action, which are key themes in the Bhagavad Gita. It emphasizes that one must perform their duty with determination and clarity, regardless of the challenges ahead.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10081,who is described as the excellent archer?,English,moral_dilemma,1,17,1.17,,1.0,The excellent archer referred to in this verse is the King of Kasi. He is recognized for his exceptional skills with the bow.,JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10082,What is Sikhandi described as in this teaching on King?,English,moral_dilemma,1,17,1.17,,1.0,"Sikhandi is described as a Maharathi, which means a great car-warrior. This title indicates his prowess and significant role in battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10083,What might the mention of figures like Dhṛṣṭadyumna and Virāṭa signify in this teaching on King?,English,moral_dilemma,1,17,1.17,,1.0,"The mention of Dhṛṣṭadyumna and Virāṭa, along with other warriors, underscores the formidable alliance and strength gathered for the battle. Each is a respected warrior, contributing to the overall might of the army.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10084,"In Chapter 1, Verse 17, what does the term 'aparajita' signify when referring to Satyaki?",English,moral_dilemma,1,17,1.17,,1.0,"The term 'aparajita' means 'unconquered' or 'undefeated.' It signifies Satyaki's reputation as an invincible warrior, emphasizing his skill and valor in battle.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10085,"In Chapter 1, Verse 17, why is it important for warriors to be acknowledged by their titles and skills in the context of this teaching on King?",English,moral_dilemma,1,17,1.17,,1.0,"Acknowledging warriors by their titles and skills serves to inspire confidence and morale among allies. It highlights their readiness and capability, reinforcing the sense of unity and strength. Such recognition also serves to intimidate opponents by showcasing the formidable nature of the assembled force.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
JD_10086,"In Chapter 1, Verse 18, who are the individuals mentioned as blowing their conches?",English,moral_dilemma,1,18,1.18,,1.0,"The individuals mentioned are the sons of Drupada and Draupadi, and Abhimanyu, the mighty-armed son of Subhadra.",JDhruv14/Bhagavad-Gita-QA (HuggingFace),MIT
