id,question,language,intent,chapter,verse,verse_range,secondary_verse,relevance,answer,source,license
10376,Nishkama karma explain cheyyandi.,Telugu-English,karma,3,9,3.9,4.18,high,"The world is bound by actions other than those performed for the sake of sacrifice; do thou, therefore, O son of Kunti (Arjuna), perform actions for that sake alone, free from attachment. — Reflect on the sacred principle of Chapter 3, Verse 9: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10377,"Manchi karma chesthe, manchi jarugutundi ana Gita lo undi?",Telugu-English,karma,3,9,3.9,4.18,high,"The world is bound by actions other than those performed for the sake of sacrifice; do thou, therefore, O son of Kunti (Arjuna), perform actions for that sake alone, free from attachment. — Reflect on the sacred principle of Chapter 3, Verse 9: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10378,"Emi cheyyalanipinchatledu, motivation ledu.",Telugu-English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10379,Motivation kosam Gita lo ela guidance undi?,Telugu-English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10380,"Start chestanu kaani finish cheyyadam ledu, ela change cheyyali?",Telugu-English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10381,Naa duty emi ane teliyatledu.,Telugu-English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10382,Responsibility valla chala tired ga feel avutunna.,Telugu-English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10383,"Svadharma ante emi, Gita ela explain chestundi?",Telugu-English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10384,Mental peace kosam Gita lo emi cheppindi?,Telugu-English,peace,2,70,2.70,2.71,high,"He attains peace into whom all desires enter, just as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires. — Reflect on the sacred principle of Chapter 2, Verse 70: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10385,"Shanti dorkataledamu, ela ponchadam?",Telugu-English,peace,2,70,2.70,2.71,high,"He attains peace into whom all desires enter, just as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires. — Reflect on the sacred principle of Chapter 2, Verse 70: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10386,Inner peace ki Gita lo ela guidance undi?,Telugu-English,peace,2,70,2.70,2.71,high,"He attains peace into whom all desires enter, just as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires. — Reflect on the sacred principle of Chapter 2, Verse 70: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10387,"Breakup ayindi, moving on cheyyadam chala difficult ga undi.",Telugu-English,heartbreak,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10388,"Attachment valla ee suffering undi, ela leavadam?",Telugu-English,heartbreak,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10389,Gita love and detachment gurinchi emi cheptundi?,Telugu-English,heartbreak,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10862,Fail avutaanemo ani chala bayam ga undi.,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10863,Exam lo fail ayithe enti cheyyadam?,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10864,Result ante chala anxiety ga feel avutunna.,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10865,Praya tinchanu kaani success avutaano teliyadu.,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10866,Bayam valla try cheyyadame manechanu.,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10867,Gita em cheptundi failure bayam gurinchi?,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10868,Krishna resultl gurinchi em cheppadu?,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10869,Failure vaddu ani parigesthe emi cheyyadam?,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10870,"Exam daggara padindi, chala stress ga undi.",Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10871,Meeru em cheppindo implement cheyyadam ela?,Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10872,"Chala stress ga undi, em cheyyalo ardam kavatledu.",Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10873,Work pressure valla kopam vadutunna.,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10874,Life lo anni vishayalu overwhelming ga unnayi.,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10875,"Rest teesukovalante time ledu, stress thaggadu.",Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10876,Gita stress thagginchukovadam ela cheptundi?,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10877,"Office lo problems, inti lo problems - anni stress istunnayi.",Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10878,"Concentrate cheyyaleka pothunna, stress valla.",Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10879,Stress tho life enjoy cheyyadam maripoyindi.,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10880,Break teesukovalani undi kaani stop cheyyadam possible kadu.,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10881,Stress vadilinchukovadaniki spiritual practice ela cheyyadam?,Telugu-English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10882,Karma ante ela work chestundi?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10883,Past karma mana ippudu situations influence chestundaa?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10884,Karma maarustaama - ela?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10885,Nishkama karma ela practice cheyyadam?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10886,Karma yoga explain cheyyandi.,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10887,Bad karma nunchi ela free avvali?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10888,Every action karma avutundaa?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10889,Good deeds cheste good things jarugutaaya - Gita em antundi?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10890,Karma and destiny oka tee na?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10891,Karma tho life ela improve cheyyadam?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10892,"Chala twaraga kopam vasthundi, ela control cheskovadam?",Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10893,"Kopam lo bad words cheppanu, regret ga undi.",Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10894,Anger management ki Gita lo guidance em undi?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10895,Na kopam relationships paadu chestundi.,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10896,Kopam aapukovadam ela nerchukuntam?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10897,"Small things ki kuda chala kopam vasthundi, ela marichukali?",Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10898,Anger ki root cause em antundi Gita lo?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10899,Emotion control ki ela meditate cheyyadam?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10900,Kopam tarvata regret avutunna - ela break cheyyali ee cycle?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10901,Gita lo Chapter 2 lo kopam gurinchi em cheppindi?,Telugu-English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10902,Motivation ledu emi cheyyalani anipinchatledu.,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10903,Ela motivated ga untam?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10904,Start chestanu kaani finish cheyyadam ledu.,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10905,Inspiration kosam Gita lo em undi?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10906,"Lazy ga feel avutunna, ela change cheyyali?",Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10907,Oka target petti work cheyyadam ela?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10908,Goal reach cheyyalante ela consistent ga undali?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10909,Gita lo action vs inaction gurinchi em undi?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10910,Procrastination ni ela overcome cheyyadam?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10911,"Enthusiasm twaraga pothundi, ela sustain cheyyadam?",Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
