id,question,language,intent,chapter,verse,verse_range,secondary_verse,relevance,answer,source,license
10313,జీవితంలో ఒత్తిడిని ఎలా తగ్గించుకోవాలి?,Telugu,general_stress,2,14,2.14,2.15,high,"ఓ కుంతీ పుత్రా! ఇంద్రియ విషయాల సంపర్కం శీతోష్ణాలను, సుఖదుఃఖాలను ఇస్తుంది. అవి వచ్చేవి, పోయేవి, అశాశ్వతమైనవి. వాటిని ఓర్పుతో సహించు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10314,భగవద్గీత ఒత్తిడి నిర్వహణ గురించి ఏమి చెప్తుంది?,Telugu,general_stress,2,14,2.14,2.15,high,"ఓ కుంతీ పుత్రా! ఇంద్రియ విషయాల సంపర్కం శీతోష్ణాలను, సుఖదుఃఖాలను ఇస్తుంది. అవి వచ్చేవి, పోయేవి, అశాశ్వతమైనవి. వాటిని ఓర్పుతో సహించు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10315,ఒత్తిడి నా ఆరోగ్యాన్ని పాడు చేస్తోంది.,Telugu,general_stress,2,14,2.14,2.15,high,"ఓ కుంతీ పుత్రా! ఇంద్రియ విషయాల సంపర్కం శీతోష్ణాలను, సుఖదుఃఖాలను ఇస్తుంది. అవి వచ్చేవి, పోయేవి, అశాశ్వతమైనవి. వాటిని ఓర్పుతో సహించు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10316,నా మానసిక భారాన్ని తగ్గించుకోవడానికి సహాయం చేయండి.,Telugu,general_stress,2,14,2.14,2.15,high,"ఓ కుంతీ పుత్రా! ఇంద్రియ విషయాల సంపర్కం శీతోష్ణాలను, సుఖదుఃఖాలను ఇస్తుంది. అవి వచ్చేవి, పోయేవి, అశాశ్వతమైనవి. వాటిని ఓర్పుతో సహించు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10317,"నాకు చాలా తొందరగా కోపం వస్తుంది, అది సంబంధాలు పాడు చేస్తోంది.",Telugu,anger_control,2,62,2.62,2.63,high,"విషయాలను నిరంతరం ధ్యానించడం వల్ల వాటిపై సంగం (ఆసక్తి) కలుగుతుంది. సంగం వల్ల కామము, కామం తీరనప్పుడు క్రోధం పుడుతుంది. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10318,కోపాన్ని ఎలా అదుపులో పెట్టుకోవాలి?,Telugu,anger_control,2,62,2.62,2.63,high,"విషయాలను నిరంతరం ధ్యానించడం వల్ల వాటిపై సంగం (ఆసక్తి) కలుగుతుంది. సంగం వల్ల కామము, కామం తీరనప్పుడు క్రోధం పుడుతుంది. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10319,"కోపంలో హానికరమైన మాటలు చెప్పాను, చాలా పశ్చాత్తాపం కలుగుతోంది.",Telugu,anger_control,2,62,2.62,2.63,high,"విషయాలను నిరంతరం ధ్యానించడం వల్ల వాటిపై సంగం (ఆసక్తి) కలుగుతుంది. సంగం వల్ల కామము, కామం తీరనప్పుడు క్రోధం పుడుతుంది. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10320,భగవద్గీత కోపం నిర్వహణ గురించి ఏమి చెప్తుంది?,Telugu,anger_control,2,62,2.62,2.63,high,"విషయాలను నిరంతరం ధ్యానించడం వల్ల వాటిపై సంగం (ఆసక్తి) కలుగుతుంది. సంగం వల్ల కామము, కామం తీరనప్పుడు క్రోధం పుడుతుంది. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10321,కోపం నా జీవితంలో మంచిని అన్నింటినీ నాశనం చేస్తోంది.,Telugu,anger_control,2,62,2.62,2.63,high,"విషయాలను నిరంతరం ధ్యానించడం వల్ల వాటిపై సంగం (ఆసక్తి) కలుగుతుంది. సంగం వల్ల కామము, కామం తీరనప్పుడు క్రోధం పుడుతుంది. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10322,"నా ప్రియమైన వ్యక్తిని కోల్పోయాను, భరించలేకపోతున్నాను.",Telugu,grief,2,11,2.11,2.19,high,"శ్రీ భగవానుడు పలికెను: శోకించకూడని వారి గురించి నీవు దుఃఖిస్తున్నావు, పండితుల వలె మాట్లాడుతున్నావు. జ్ఞానులు మరణించిన వారి గురించి గాని, జీవించి ఉన్నవారి గురించి గాని శోకించరు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10323,ఈ దుఃఖం అసహ్యంగా ఉంది.,Telugu,grief,2,11,2.11,2.19,high,"శ్రీ భగవానుడు పలికెను: శోకించకూడని వారి గురించి నీవు దుఃఖిస్తున్నావు, పండితుల వలె మాట్లాడుతున్నావు. జ్ఞానులు మరణించిన వారి గురించి గాని, జీవించి ఉన్నవారి గురించి గాని శోకించరు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10324,భగవద్గీత నష్టాన్ని ఎదుర్కోవడం గురించి ఏమి చెప్తుంది?,Telugu,grief,2,11,2.11,2.19,high,"శ్రీ భగవానుడు పలికెను: శోకించకూడని వారి గురించి నీవు దుఃఖిస్తున్నావు, పండితుల వలె మాట్లాడుతున్నావు. జ్ఞానులు మరణించిన వారి గురించి గాని, జీవించి ఉన్నవారి గురించి గాని శోకించరు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10325,ఎంతో ప్రేమించిన వ్యక్తి మరణం నన్ను అలజడిలో ముంచేసింది.,Telugu,grief,2,11,2.11,2.19,high,"శ్రీ భగవానుడు పలికెను: శోకించకూడని వారి గురించి నీవు దుఃఖిస్తున్నావు, పండితుల వలె మాట్లాడుతున్నావు. జ్ఞానులు మరణించిన వారి గురించి గాని, జీవించి ఉన్నవారి గురించి గాని శోకించరు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10326,కృష్ణుడు అర్జునుడిని దుఃఖంలో ఎలా ఓదార్చాడు?,Telugu,grief,2,11,2.11,2.19,high,"శ్రీ భగవానుడు పలికెను: శోకించకూడని వారి గురించి నీవు దుఃఖిస్తున్నావు, పండితుల వలె మాట్లాడుతున్నావు. జ్ఞానులు మరణించిన వారి గురించి గాని, జీవించి ఉన్నవారి గురించి గాని శోకించరు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10327,"కర్మ అంటే ఏమిటి, అది ఎలా పనిచేస్తుంది?",Telugu,karma,3,9,3.9,4.18,high,"యజ్ఞార్థం (ఈశ్వరార్పణంగా) చేసే కర్మ మినహా, మిగిలిన కర్మలన్నీ బంధాన్ని కలిగిస్తాయి. కావున ఆసక్తిని విడిచి యజ్ఞభావంతో కర్మలను ఆచరించు. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10328,భగవద్గీత కర్మ గురించి ఏమి చెప్తుంది?,Telugu,karma,3,9,3.9,4.18,high,"యజ్ఞార్థం (ఈశ్వరార్పణంగా) చేసే కర్మ మినహా, మిగిలిన కర్మలన్నీ బంధాన్ని కలిగిస్తాయి. కావున ఆసక్తిని విడిచి యజ్ఞభావంతో కర్మలను ఆచరించు. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10329,నిష్కామ కర్మ అంటే ఏమిటి?,Telugu,karma,3,9,3.9,4.18,high,"యజ్ఞార్థం (ఈశ్వరార్పణంగా) చేసే కర్మ మినహా, మిగిలిన కర్మలన్నీ బంధాన్ని కలిగిస్తాయి. కావున ఆసక్తిని విడిచి యజ్ఞభావంతో కర్మలను ఆచరించు. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10330,నా చెడు కర్మ నా కష్టాలకు కారణమని అనిపిస్తోంది.,Telugu,karma,3,9,3.9,4.18,high,"యజ్ఞార్థం (ఈశ్వరార్పణంగా) చేసే కర్మ మినహా, మిగిలిన కర్మలన్నీ బంధాన్ని కలిగిస్తాయి. కావున ఆసక్తిని విడిచి యజ్ఞభావంతో కర్మలను ఆచరించు. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10331,కర్మను మార్చుకోగలమా?,Telugu,karma,3,9,3.9,4.18,high,"యజ్ఞార్థం (ఈశ్వరార్పణంగా) చేసే కర్మ మినహా, మిగిలిన కర్మలన్నీ బంధాన్ని కలిగిస్తాయి. కావున ఆసక్తిని విడిచి యజ్ఞభావంతో కర్మలను ఆచరించు. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10332,"ధర్మం అంటే ఏమిటి, నా ధర్మం ఏమిటో ఎలా తెలుసుకోవాలి?",Telugu,dharma,2,31,2.31,3.35,high,"ఇంకా, మీ కర్తవ్యాన్ని దృష్టిలో ఉంచుకుని, మీరు తడబడకూడదు, ఎందుకంటే క్షత్రియునికి ధర్మయుద్ధం కంటే గొప్పది మరొకటి లేదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10333,నేను నీతిగా జీవిస్తున్నానో లేదో ఎలా తెలుసుకోవాలి?,Telugu,dharma,2,31,2.31,3.35,high,"ఇంకా, మీ కర్తవ్యాన్ని దృష్టిలో ఉంచుకుని, మీరు తడబడకూడదు, ఎందుకంటే క్షత్రియునికి ధర్మయుద్ధం కంటే గొప్పది మరొకటి లేదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10334,భగవద్గీతలో ధర్మం అంటే ఏమిటి?,Telugu,dharma,2,31,2.31,3.35,high,"ఇంకా, మీ కర్తవ్యాన్ని దృష్టిలో ఉంచుకుని, మీరు తడబడకూడదు, ఎందుకంటే క్షత్రియునికి ధర్మయుద్ధం కంటే గొప్పది మరొకటి లేదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10335,"నా పరిస్థితిలో ఏది సరైనది, ఏది తప్పో తెలియడం లేదు.",Telugu,dharma,2,31,2.31,3.35,high,"ఇంకా, మీ కర్తవ్యాన్ని దృష్టిలో ఉంచుకుని, మీరు తడబడకూడదు, ఎందుకంటే క్షత్రియునికి ధర్మయుద్ధం కంటే గొప్పది మరొకటి లేదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10336,ధ్యానం ఎలా ప్రారంభించాలి?,Telugu,meditation,6,10,6.10,6.11,high,"యోగి నిరంతరం మనస్సును నిలకడగా ఉంచడానికి, ఏకాంతంలో, ఒంటరిగా, శరీరం మరియు మనస్సును అదుపులో ఉంచుకుని, ఆశ మరియు దురాశ నుండి విముక్తి పొందేందుకు నిరంతరం కృషి చేయనివ్వండి. — ఆచరణ: నిరంతర సాధన (అభ్యాసము) మరియు వైరాగ్యం ద్వారా చంచలమైన మనస్సును అదుపులో ఉంచుకోవచ్చు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10337,"మనసు అస్తమానం పరిగెడుతోంది, ధ్యానం చేయలేకపోతున్నాను.",Telugu,meditation,6,10,6.10,6.11,high,"యోగి నిరంతరం మనస్సును నిలకడగా ఉంచడానికి, ఏకాంతంలో, ఒంటరిగా, శరీరం మరియు మనస్సును అదుపులో ఉంచుకుని, ఆశ మరియు దురాశ నుండి విముక్తి పొందేందుకు నిరంతరం కృషి చేయనివ్వండి. — ఆచరణ: నిరంతర సాధన (అభ్యాసము) మరియు వైరాగ్యం ద్వారా చంచలమైన మనస్సును అదుపులో ఉంచుకోవచ్చు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10338,భగవద్గీత ధ్యాన అభ్యాసం గురించి ఏమి చెప్తుంది?,Telugu,meditation,6,10,6.10,6.11,high,"యోగి నిరంతరం మనస్సును నిలకడగా ఉంచడానికి, ఏకాంతంలో, ఒంటరిగా, శరీరం మరియు మనస్సును అదుపులో ఉంచుకుని, ఆశ మరియు దురాశ నుండి విముక్తి పొందేందుకు నిరంతరం కృషి చేయనివ్వండి. — ఆచరణ: నిరంతర సాధన (అభ్యాసము) మరియు వైరాగ్యం ద్వారా చంచలమైన మనస్సును అదుపులో ఉంచుకోవచ్చు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10339,ఆధ్యాత్మిక వృద్ధికి ధ్యానం అవసరమా?,Telugu,meditation,6,10,6.10,6.11,high,"యోగి నిరంతరం మనస్సును నిలకడగా ఉంచడానికి, ఏకాంతంలో, ఒంటరిగా, శరీరం మరియు మనస్సును అదుపులో ఉంచుకుని, ఆశ మరియు దురాశ నుండి విముక్తి పొందేందుకు నిరంతరం కృషి చేయనివ్వండి. — ఆచరణ: నిరంతర సాధన (అభ్యాసము) మరియు వైరాగ్యం ద్వారా చంచలమైన మనస్సును అదుపులో ఉంచుకోవచ్చు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10340,భగవద్గీత భక్తి గురించి ఏమి చెప్తుంది?,Telugu,devotion,9,26,9.26,9.27,high,"భక్తితో నాకు పత్రము, పుష్పము, ఫలము లేదా జలము సమర్పించినా, ఆ నిష్కల్మష భక్తుడు ప్రేమతో అర్పించిన దానిని నేను స్వీకరిస్తాను. — ఆచరణ: ఏ పని చేసినా భగవదర్పణ బుద్ధితో చేయాలి; అనన్య భక్తుల యోగక్షేమాలను భగవంతుడే వహిస్తాడు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10341,నా భక్తిని ఎలా పెంచుకోవాలి?,Telugu,devotion,9,26,9.26,9.27,high,"భక్తితో నాకు పత్రము, పుష్పము, ఫలము లేదా జలము సమర్పించినా, ఆ నిష్కల్మష భక్తుడు ప్రేమతో అర్పించిన దానిని నేను స్వీకరిస్తాను. — ఆచరణ: ఏ పని చేసినా భగవదర్పణ బుద్ధితో చేయాలి; అనన్య భక్తుల యోగక్షేమాలను భగవంతుడే వహిస్తాడు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10342,కష్టాల సమయంలో విశ్వాసాన్ని ఎలా నిలబెట్టుకోవాలి?,Telugu,devotion,9,26,9.26,9.27,high,"భక్తితో నాకు పత్రము, పుష్పము, ఫలము లేదా జలము సమర్పించినా, ఆ నిష్కల్మష భక్తుడు ప్రేమతో అర్పించిన దానిని నేను స్వీకరిస్తాను. — ఆచరణ: ఏ పని చేసినా భగవదర్పణ బుద్ధితో చేయాలి; అనన్య భక్తుల యోగక్షేమాలను భగవంతుడే వహిస్తాడు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
