id,question,language,intent,chapter,verse,verse_range,secondary_verse,relevance,answer,source,license
10711,The Gita's way to remain undisturbed by life's ups and downs.,English,peace,2,70,2.70,2.71,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10391,Write Python code to sort a list.,English,out_of_domain,,,,,none,"I am Geetha GPT, specialised in Bhagavad Gita wisdom. I cannot help with this topic. Please ask me about life, duty, purpose, or Gita teachings.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10714,Is faith important in the Gita?,English,devotion,9,26,9.26,9.27,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10396,What is the stock price of Infosys?,English,out_of_domain,,,,,none,"I am Geetha GPT, specialised in Bhagavad Gita wisdom. I cannot help with this topic. Please ask me about life, duty, purpose, or Gita teachings.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10180,Jealousy is poisoning my relationships.,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10564,I regret things I say in anger every single time.,English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10490,My hands shake during exams.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10383,"Svadharma ante emi, Gita ela explain chestundi?",Telugu-English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10253,What is Moksha and how do I attain it?,English,liberation,18,66,18.66,9.28,high,"Abandon all duties and take refuge in Me alone; I will liberate you from all sins; do not grieve. — Reflect on the sacred principle of Chapter 18, Verse 66: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10883,Past karma mana ippudu situations influence chestundaa?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10249,What happens after we die according to the Gita?,English,rebirth,4,5,4.5,8.16,high,"The Blessed Lord said, ""Many births of Mine have passed, as well as of thine, O Arjuna; I know them all, but thou knowest not, O Parantapa (scorcher of foes)."" — Reflect on the sacred principle of Chapter 4, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10434,Nothing makes sense.,English,needs_clarification,,,,,low,"I want to help you with the wisdom of the Bhagavad Gita. Could you share a little more about what you're going through? For example, are you dealing with stress, a relationship, career confusion, or something else?",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10500,Board exams are making me extremely anxious.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10088,I don't know how to handle difficult people in my life.,English,relationship_conflict,3,16,3.16,11.55,high,"He who does not follow the wheel thus set in motion, who is of sinful life, rejoicing in the senses, lives in vain, O Arjuna. — Reflect on the sacred principle of Chapter 3, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10777,The Gita's teaching on the soul in Chapter 2.,English,soul,2,20,2.20,2.23,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10122,I feel like a complete failure.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10222,How do I deepen my devotion and faith?,English,devotion,9,26,9.26,9.27,high,"Whoever offers Me with devotion a leaf, a flower, a fruit, or a little water, that, so offered devotedly by the pure-minded, I accept. — Reflect on the sacred principle of Chapter 9, Verse 26: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10102,How can the Gita's teaching on Svadharma guide my career choices?,English,career_confusion,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10672,I accomplished all my goals but I still feel empty.,English,purpose_of_life,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10844,ధ్యానం చేస్తే నిజంగా మనస్సు శాంతిస్తుందా?,Telugu,meditation,6,10,6.10,6.11,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10210,How do I practice detachment in everyday life?,English,detachment,2,47,2.47,5.10,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10107,What should I consider when making a big decision?,English,decision_making,16,18,16.18,2.41,high,"Given over to egoism, power, haughtiness, lust, and anger, these malicious people hate Me in their own bodies and in the bodies of others. — Reflect on the sacred principle of Chapter 16, Verse 18: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10735,Is it wrong to abandon a duty I hate?,English,duty,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10681,I want to make a meaningful contribution but don't know where to start.,English,purpose_of_life,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10580,How does Krishna explain the chain of anger leading to destruction?,English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10797,How many paths to liberation does the Gita describe?,English,liberation,18,66,18.66,9.28,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10794,Can I achieve liberation while living a normal life?,English,liberation,18,66,18.66,9.28,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10175,How do I overcome craving and desire?,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10849,ధ్యానం ప్రారంభకులకు ఉపయోగపడే పద్ధతి.,Telugu,meditation,6,10,6.10,6.11,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10073,I am struggling to accept the death of someone I love.,English,grief,2,11,2.11,2.19,high,"The Blessed Lord said, ""You have grieved for those who should not be grieved for; yet, you speak words of wisdom. The wise grieve neither for the living nor for the dead."" — Reflect on the sacred principle of Chapter 2, Verse 11: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10427,I feel terrible.,English,needs_clarification,,,,,low,"I want to help you with the wisdom of the Bhagavad Gita. Could you share a little more about what you're going through? For example, are you dealing with stress, a relationship, career confusion, or something else?",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10635,What is Akarma in the Gita?,English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10032,Work stress is making me miserable every single day.,English,general_stress,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10677,How do I discover my unique purpose?,English,purpose_of_life,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10493,I study hard but still worry about failing.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10584,I push people away when I am angry.,English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10382,Responsibility valla chala tired ga feel avutunna.,Telugu-English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10802,Does the Gita guarantee liberation if you follow its teachings?,English,liberation,18,66,18.66,9.28,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10746,I am fulfilling my duties but I feel nothing inside.,English,duty,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10419,I need help.,English,needs_clarification,,,,,low,"I want to help you with the wisdom of the Bhagavad Gita. Could you share a little more about what you're going through? For example, are you dealing with stress, a relationship, career confusion, or something else?",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10700,The Gita's verse on peace in Chapter 2.,English,peace,2,70,2.70,2.71,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10334,భగవద్గీతలో ధర్మం అంటే ఏమిటి?,Telugu,dharma,2,31,2.31,3.35,high,"ఇంకా, మీ కర్తవ్యాన్ని దృష్టిలో ఉంచుకుని, మీరు తడబడకూడదు, ఎందుకంటే క్షత్రియునికి ధర్మయుద్ధం కంటే గొప్పది మరొకటి లేదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10432,I feel stuck.,English,needs_clarification,,,,,low,"I want to help you with the wisdom of the Bhagavad Gita. Could you share a little more about what you're going through? For example, are you dealing with stress, a relationship, career confusion, or something else?",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10356,"మోక్షం అంటే ఏమిటి, దాన్ని ఎలా పొందాలి?",Telugu,liberation,18,66,18.66,9.28,high,"సర్వ ధర్మాలను పరిత్యజించి, నన్ను ఒక్కడినే శరణు వేడుము. నేను నిన్ను సమస్త పాపాల నుండి విముక్తుడిని చేస్తాను, శోకించకుము. — ఆచరణ: సర్వ ధర్మాలను భగవంతునికి అర్పించి పూర్ణ శరణాగతి చెందాలి; సత్యం, ధర్మం ఉన్నచోటే విజయం ఉంటుంది. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10231,What does the Bhagavad Gita say about the meaning of life?,English,purpose_of_life,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10682,Nothing I do seems to matter.,English,purpose_of_life,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10749,I am tired of always putting duty before myself.,English,duty,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10910,Procrastination ni ela overcome cheyyadam?,Telugu-English,motivation,2,47,2.47,3.8,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10439,I tried hard but I am scared the result will not be good.,English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10188,The Gita's teaching on ego and false identification.,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10560,I feel uneasy and anxious without knowing why.,English,anxiety,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10007,I keep imagining the worst possible outcome.,English,fear_of_failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10238,Is death the end or is there something beyond?,English,death,2,19,2.19,2.20,high,"He who takes the Self to be the slayer and he who thinks it is slain, neither of them knows. It does not slay, nor is it slain. — Reflect on the sacred principle of Chapter 2, Verse 19: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10726,Does devotion mean giving up your responsibilities?,English,devotion,9,26,9.26,9.27,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10143,My mind wanders constantly and I cannot focus.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10353,నా జీవితానికి అర్థం లేదని అనిపిస్తోంది.,Telugu,purpose_of_life,3,35,3.35,18.47,high,"లక్షణాలు లేకపోయినా స్వధర్మమే శ్రేయస్కరము, చక్కగా ఆచరించిన పరధర్మం కంటెనూ. స్వధర్మ పాలనలో మరణం కూడా శ్రేయస్కరమే, పరధర్మం భయావహమైనది. — ఆచరణ: సమాజ శ్రేయస్సు కోసం నిస్వార్థంగా కర్మలు ఆచరించాలి; ఇతరులకు ఆదర్శంగా నిలవాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10559,Constant worry is ruining my life.,English,anxiety,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10485,I am getting headaches because of study pressure.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10857,జీవితంలో అర్థం వెతికే మార్గం గీతలో ఉందా?,Telugu,purpose_of_life,3,35,3.35,18.47,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10016,How do I calm my mind before an important exam?,English,exam_stress,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10764,What does the Gita say about learning from a teacher?,English,knowledge,4,33,4.33,4.34,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10713,I pray but I don't feel any connection.,English,devotion,9,26,9.26,9.27,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10307,వైఫల్యం భయంతో ప్రయత్నించడమే మానేశాను.,Telugu,fear_of_failure,2,47,2.47,2.48,high,"కర్మ చేయడంలో మాత్రమే నీకు అధికారం కలదు, ఫలాలపై ఎన్నడూ నీకు అధికారం లేదు. కర్మఫలానికి నీవు కారణం కావద్దు, అలాగని కర్మలను మానుకోవడంలోనూ నీకు ఆసక్తి ఉండరాదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10499,I am better at learning than at appearing in exams.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10696,What is the Gita's definition of true peace?,English,peace,2,70,2.70,2.71,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10760,The Gita's Chapter 4 teaching on knowledge.,English,knowledge,4,33,4.33,4.34,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10722,Is there a devotional practice in the Gita?,English,devotion,9,26,9.26,9.27,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10470,I avoid challenges because I am afraid of failing.,English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10350,మరణం తర్వాత ఆత్మకు ఏమి జరుగుతుంది?,Telugu,soul,2,20,2.20,2.23,high,"ఆత్మకు ఎన్నడూ పుట్టుక లేదు, మరణం లేదు. ఇది ఒకప్పుడు ఉండి మళ్ళీ లేకపోవడం జరగదు. ఇది జన్మరహితము, నిత్యము, శాశ్వతము, పురాతనమైనది. శరీరము నశించినా ఆత్మ నశించదు. — ఆచరణ: ఫలాపేక్ష లేకుండా కర్తవ్యాన్ని నిర్వహించాలి; సుఖదుఃఖాలలో సమత్వాన్ని పాటించాలి. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10554,I always think about what could go wrong.,English,anxiety,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10888,Every action karma avutundaa?,Telugu-English,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10599,Can spiritual practice help with depression?,English,sadness,2,11,2.11,2.20,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10820,నా భయాన్ని జయించడానికి గీత జ్ఞానం సహాయపడుతుందా?,Telugu,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10171,My desires are never satisfied and they cause me misery.,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10589,I feel empty inside.,English,sadness,2,11,2.11,2.20,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10167,What does the Gita say about detachment from results?,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10502,How do I deal with the pressure of competitive exams?,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10037,How do I quiet an anxious mind?,English,anxiety,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10377,"Manchi karma chesthe, manchi jarugutundi ana Gita lo undi?",Telugu-English,karma,3,9,3.9,4.18,high,"The world is bound by actions other than those performed for the sake of sacrifice; do thou, therefore, O son of Kunti (Arjuna), perform actions for that sake alone, free from attachment. — Reflect on the sacred principle of Chapter 3, Verse 9: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10523,My stress is affecting my sleep.,English,general_stress,2,14,2.14,2.15,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10173,What does the Gita say about managing desires?,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10646,What time of day is best for meditation?,English,meditation,6,10,6.10,6.11,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10653,Is it better to meditate alone or in a group?,English,meditation,6,10,6.10,6.11,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10400,Who is the Prime Minister of India?,English,out_of_domain,,,,,none,"I am Geetha GPT, specialised in Bhagavad Gita wisdom. I cannot help with this topic. Please ask me about life, duty, purpose, or Gita teachings.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10340,భగవద్గీత భక్తి గురించి ఏమి చెప్తుంది?,Telugu,devotion,9,26,9.26,9.27,high,"భక్తితో నాకు పత్రము, పుష్పము, ఫలము లేదా జలము సమర్పించినా, ఆ నిష్కల్మష భక్తుడు ప్రేమతో అర్పించిన దానిని నేను స్వీకరిస్తాను. — ఆచరణ: ఏ పని చేసినా భగవదర్పణ బుద్ధితో చేయాలి; అనన్య భక్తుల యోగక్షేమాలను భగవంతుడే వహిస్తాడు. ప్రతి పనిని సత్సంకల్పంతో, భగవదర్పణ భావంతో ఆచరించండి.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10261,How does knowledge destroy ignorance?,English,knowledge,4,33,4.33,4.34,high,"Superior is wisdom-sacrifice to the sacrifice with objects, O Parantapa (scorcher of the foes). All actions in their entirety, O Arjuna, culminate in knowledge. — Reflect on the sacred principle of Chapter 4, Verse 33: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10831,మంచి పని చేస్తే మంచి జరుగుతుందా - గీత ఏమంటుంది?,Telugu,karma,3,9,3.9,4.18,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10036,My mind never stops worrying about what could go wrong.,English,anxiety,2,14,2.14,2.15,high,"The contact of the senses with the objects, O son of Kunti, which causes heat and cold, pleasure and pain, has a beginning and an end; they are impermanent; endure them bravely, O Arjuna. — Reflect on the sacred principle of Chapter 2, Verse 14: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10491,I feel sick before every exam.,English,exam_stress,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10390,What is the weather in Hyderabad today?,English,out_of_domain,,,,,none,"I am Geetha GPT, specialised in Bhagavad Gita wisdom. I cannot help with this topic. Please ask me about life, duty, purpose, or Gita teachings.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10600,I feel disconnected from happiness.,English,sadness,2,11,2.11,2.20,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10384,Mental peace kosam Gita lo emi cheppindi?,Telugu-English,peace,2,70,2.70,2.71,high,"He attains peace into whom all desires enter, just as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires. — Reflect on the sacred principle of Chapter 2, Verse 70: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10870,"Exam daggara padindi, chala stress ga undi.",Telugu-English,fear_of_failure,2,47,2.47,2.48,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10403,Play a song.,English,out_of_domain,,,,,none,"I am Geetha GPT, specialised in Bhagavad Gita wisdom. I cannot help with this topic. Please ask me about life, duty, purpose, or Gita teachings.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10227,The Gita's path of devotion explained.,English,devotion,9,26,9.26,9.27,high,"Whoever offers Me with devotion a leaf, a flower, a fruit, or a little water, that, so offered devotedly by the pure-minded, I accept. — Reflect on the sacred principle of Chapter 9, Verse 26: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10586,Is there a meditation or practice for anger?,English,anger_control,2,62,2.62,2.63,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10841,గీత 2వ అధ్యాయంలో శాంతి గురించి ఏమి చెప్పబడింది?,Telugu,peace,2,70,2.70,2.71,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10781,How do I connect with my soul?,English,soul,2,20,2.20,2.23,high,,Original — authored for Geetha GPT training dataset,Project-internal / CC0
10146,What does the Gita say about developing mental focus?,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10148,I have so many thoughts that I cannot focus on one thing.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
